open_time,open,high,low,close,volume,close_time
2025-01-31 16:00:00,105406.9,105537.0,104653.1,105041.6,10023.187,2025-01-31 16:59:59.999
2025-01-31 17:00:00,105041.5,105051.2,104450.0,104538.9,5280.087,2025-01-31 17:59:59.999
2025-01-31 18:00:00,104538.9,104786.8,102562.1,102600.1,23197.236,2025-01-31 18:59:59.999
2025-01-31 19:00:00,102600.0,102979.0,102100.0,102275.8,15609.92,2025-01-31 19:59:59.999
2025-01-31 20:00:00,102275.7,102300.0,101562.1,101647.5,17066.361,2025-01-31 20:59:59.999
2025-01-31 21:00:00,101647.5,102111.0,101509.0,102099.9,7539.295,2025-01-31 21:59:59.999
2025-01-31 22:00:00,102100.0,102443.9,101867.7,102212.9,4744.407,2025-01-31 22:59:59.999
2025-01-31 23:00:00,102212.8,102390.5,101900.5,102379.7,2783.077,2025-01-31 23:59:59.999
2025-02-01 00:00:00,102379.8,102538.7,102160.3,102450.2,3437.77,2025-02-01 00:59:59.999
2025-02-01 01:00:00,102450.2,102727.7,102410.0,102521.2,2968.827,2025-02-01 01:59:59.999
2025-02-01 02:00:00,102521.1,102734.9,102333.0,102407.0,2501.729,2025-02-01 02:59:59.999
2025-02-01 03:00:00,102406.6,102465.1,102131.0,102203.9,2353.072,2025-02-01 03:59:59.999
2025-02-01 04:00:00,102203.8,102444.0,102058.8,102271.1,2859.106,2025-02-01 04:59:59.999
2025-02-01 05:00:00,102271.0,102543.0,102190.1,102445.0,1574.139,2025-02-01 05:59:59.999
2025-02-01 06:00:00,102445.0,102533.1,102126.1,102366.8,1549.815,2025-02-01 06:59:59.999
2025-02-01 07:00:00,102366.7,102444.9,102108.1,102127.0,1702.876,2025-02-01 07:59:59.999
2025-02-01 08:00:00,102127.0,102242.3,101780.1,101975.9,3935.165,2025-02-01 08:59:59.999
2025-02-01 09:00:00,101975.9,101980.1,101344.0,101639.0,6750.1,2025-02-01 09:59:59.999
2025-02-01 10:00:00,101639.0,101936.7,101581.9,101597.6,4261.282,2025-02-01 10:59:59.999
2025-02-01 11:00:00,101597.5,102020.0,101597.5,101980.1,2773.408,2025-02-01 11:59:59.999
2025-02-01 12:00:00,101980.0,102297.0,101956.4,102229.2,3207.088,2025-02-01 12:59:59.999
2025-02-01 13:00:00,102229.3,102244.6,101774.9,101833.4,3022.321,2025-02-01 13:59:59.999
2025-02-01 14:00:00,101833.8,102130.0,101770.0,101779.3,2984.169,2025-02-01 14:59:59.999
2025-02-01 15:00:00,101779.3,102187.9,101680.0,102031.5,3851.878,2025-02-01 15:59:59.999
2025-02-01 16:00:00,102031.6,102185.2,101826.8,101860.0,1975.335,2025-02-01 16:59:59.999
2025-02-01 17:00:00,101860.0,102250.0,101856.8,102219.0,3160.278,2025-02-01 17:59:59.999
2025-02-01 18:00:00,102219.0,102238.1,101923.0,101958.3,1668.14,2025-02-01 18:59:59.999
2025-02-01 19:00:00,101958.2,101990.0,101392.9,101620.1,5547.524,2025-02-01 19:59:59.999
2025-02-01 20:00:00,101620.1,101620.1,100889.0,101295.5,9869.46,2025-02-01 20:59:59.999
2025-02-01 21:00:00,101295.4,101544.2,100949.4,101149.9,4598.252,2025-02-01 21:59:59.999
2025-02-01 22:00:00,101149.9,101387.8,100437.6,100615.1,7094.899,2025-02-01 22:59:59.999
2025-02-01 23:00:00,100615.1,100845.5,100215.0,100603.6,7216.458,2025-02-01 23:59:59.999
2025-02-02 00:00:00,100603.6,101248.9,100452.9,101208.6,4946.967,2025-02-02 00:59:59.999
2025-02-02 01:00:00,101208.7,101426.0,101119.0,101214.6,2801.904,2025-02-02 01:59:59.999
2025-02-02 02:00:00,101214.6,101238.7,100368.9,100401.4,4644.218,2025-02-02 02:59:59.999
2025-02-02 03:00:00,100401.4,100725.7,99111.0,99160.8,19668.97,2025-02-02 03:59:59.999
2025-02-02 04:00:00,99160.8,99826.8,98989.0,99490.1,9546.752,2025-02-02 04:59:59.999
2025-02-02 05:00:00,99490.1,100300.0,99441.0,100211.9,5375.384,2025-02-02 05:59:59.999
2025-02-02 06:00:00,100212.0,100470.1,100058.4,100227.7,4052.933,2025-02-02 06:59:59.999
2025-02-02 07:00:00,100227.7,100233.5,99560.3,99586.2,5513.377,2025-02-02 07:59:59.999
2025-02-02 08:00:00,99586.2,100071.0,99288.0,99782.0,5383.391,2025-02-02 08:59:59.999
2025-02-02 09:00:00,99782.1,99824.4,99295.0,99639.9,4687.191,2025-02-02 09:59:59.999
2025-02-02 10:00:00,99640.0,99640.1,99200.0,99370.3,4763.702,2025-02-02 10:59:59.999
2025-02-02 11:00:00,99370.4,99550.6,98550.0,98811.6,10622.145,2025-02-02 11:59:59.999
2025-02-02 12:00:00,98811.5,99115.7,98100.0,98124.4,10671.996,2025-02-02 12:59:59.999
2025-02-02 13:00:00,98124.5,98789.3,98112.0,98750.0,8012.861,2025-02-02 13:59:59.999
2025-02-02 14:00:00,98750.1,99384.5,98660.0,99158.2,8951.799,2025-02-02 14:59:59.999
2025-02-02 15:00:00,99158.2,99365.5,98670.0,99298.6,6275.997,2025-02-02 15:59:59.999
2025-02-02 16:00:00,99298.6,99319.0,98046.9,98222.2,9958.321,2025-02-02 16:59:59.999
2025-02-02 17:00:00,98222.3,98588.8,96927.9,97203.3,23236.342,2025-02-02 17:59:59.999
2025-02-02 18:00:00,97204.0,97893.4,96750.1,97050.5,17050.568,2025-02-02 18:59:59.999
2025-02-02 19:00:00,97050.5,98667.2,96759.1,98232.0,16978.233,2025-02-02 19:59:59.999
2025-02-02 20:00:00,98232.0,98594.9,97618.2,97759.1,6297.099,2025-02-02 20:59:59.999
2025-02-02 21:00:00,97759.0,97947.4,96520.0,96998.8,11530.041,2025-02-02 21:59:59.999
2025-02-02 22:00:00,96999.0,97999.0,96029.6,97971.6,15335.292,2025-02-02 22:59:59.999
2025-02-02 23:00:00,97971.6,97985.8,96500.0,97664.5,16629.21,2025-02-02 23:59:59.999
2025-02-03 00:00:00,97664.5,97748.0,95325.6,96464.6,34075.578,2025-02-03 00:59:59.999
