timestamp,open,high,low,close,volume,turnover
2025-07-01 00:00:00,107081.2,107093.2,107058.2,107062.2,32.917,3524509.6596
2025-07-01 00:01:00,107062.2,107085.5,107049.3,107085.1,12.423,1330008.7229
2025-07-01 00:02:00,107085.1,107093.3,107063.4,107093.2,8.523,912592.3983
2025-07-01 00:03:00,107093.2,107108.5,107093.2,107108.4,6.265,670979.322
2025-07-01 00:04:00,107108.4,107108.5,107063.4,107072.9,9.614,1029475.2644
2025-07-01 00:05:00,107072.9,107084.1,107025.3,107036.1,42.124,4510145.7493
2025-07-01 00:06:00,107036.1,107097.9,107022.1,107088.5,35.909,3843858.5474
2025-07-01 00:07:00,107088.5,107114.0,107069.3,107114.0,8.361,895410.3706
2025-07-01 00:08:00,107114.0,107133.7,107113.9,107127.6,11.442,1225758.9799
2025-07-01 00:09:00,107127.6,107194.4,107127.5,107194.0,20.004,2143585.6512
2025-07-01 00:10:00,107194.0,107210.1,107145.2,107164.6,25.497,2732823.5511
2025-07-01 00:11:00,107164.6,107201.5,107164.6,107201.4,7.347,787443.7562
2025-07-01 00:12:00,107201.4,107234.3,107201.4,107234.2,22.865,2451713.5501
2025-07-01 00:13:00,107234.2,107300.0,107234.2,107265.4,51.683,5544372.435
2025-07-01 00:14:00,107265.4,107277.0,107265.4,107265.6,20.927,2244846.2863
2025-07-01 00:15:00,107265.6,107288.9,107255.0,107281.9,27.326,2931435.9209
2025-07-01 00:16:00,107281.9,107369.5,107281.9,107362.2,130.531,14008883.4189
2025-07-01 00:17:00,107362.2,107378.9,107317.4,107329.9,34.975,3754521.5294
2025-07-01 00:18:00,107329.9,107368.8,107329.9,107368.7,45.312,4864338.9676
2025-07-01 00:19:00,107368.7,107379.0,107355.6,107360.0,50.113,5380608.7349
2025-07-01 00:20:00,107360.0,107394.9,107359.9,107371.7,21.477,2306141.7863
2025-07-01 00:21:00,107371.7,107373.6,107356.2,107372.0,29.889,3208965.347
2025-07-01 00:22:00,107372.0,107372.0,107340.7,107352.2,40.336,4330136.3308
2025-07-01 00:23:00,107352.2,107352.3,107286.3,107286.4,23.164,2485961.2788
2025-07-01 00:24:00,107286.4,107286.4,107194.8,107194.8,30.96,3320281.0282
2025-07-01 00:25:00,107194.8,107194.9,107091.1,107132.7,98.71,10574183.0803
2025-07-01 00:26:00,107132.7,107154.0,107106.0,107106.0,21.479,2301037.771
2025-07-01 00:27:00,107106.0,107106.0,107100.0,107100.1,18.723,2005274.9948
2025-07-01 00:28:00,107100.1,107118.0,107096.9,107118.0,6.575,704253.2253
2025-07-01 00:29:00,107118.0,107126.0,107106.2,107106.3,11.85,1269335.6913
2025-07-01 00:30:00,107106.3,107106.3,107014.6,107014.6,49.591,5308971.3544
2025-07-01 00:31:00,107014.6,107026.0,106957.7,107026.0,122.565,13113982.2305
2025-07-01 00:32:00,107026.0,107049.1,107026.0,107049.1,11.535,1234724.6195
2025-07-01 00:33:00,107049.1,107049.1,106970.0,107000.7,19.682,2106002.4218
2025-07-01 00:34:00,107000.7,107089.8,107000.7,107089.8,83.419,8930637.7767
2025-07-01 00:35:00,107089.8,107196.1,107089.8,107173.6,90.241,9670385.6392
2025-07-01 00:36:00,107173.6,107206.2,107150.5,107153.6,44.485,4768211.6223
2025-07-01 00:37:00,107153.6,107158.2,107112.0,107158.2,40.505,4339524.8405
2025-07-01 00:38:00,107158.2,107170.1,107137.2,107137.3,11.697,1253399.9984
2025-07-01 00:39:00,107137.3,107177.5,107137.2,107137.6,6.837,732594.7725
2025-07-01 00:40:00,107137.6,107158.7,107127.9,107139.5,37.364,4003553.2853
2025-07-01 00:41:00,107139.5,107153.4,107120.0,107153.3,24.422,2616482.5732
2025-07-01 00:42:00,107153.3,107232.0,107153.3,107232.0,9.605,1029661.3063
2025-07-01 00:43:00,107232.0,107232.0,107202.3,107219.9,12.417,1331426.1333
2025-07-01 00:44:00,107219.9,107229.6,107206.6,107229.6,9.571,1026208.9317
2025-07-01 00:45:00,107229.6,107272.8,107220.0,107260.6,39.583,4245325.3801
2025-07-01 00:46:00,107260.6,107284.9,107260.5,107284.8,8.212,880944.5385
2025-07-01 00:47:00,107284.8,107285.1,107275.6,107284.4,15.215,1632331.4235
2025-07-01 00:48:00,107284.4,107284.5,107267.0,107267.2,4.905,526165.4654
2025-07-01 00:49:00,107267.2,107267.2,107242.9,107243.0,26.14,2803356.3517
2025-07-01 00:50:00,107243.0,107252.4,107242.9,107252.4,18.974,2034841.881
2025-07-01 00:51:00,107252.4,107269.0,107236.1,107269.0,28.696,3077756.6504
2025-07-01 00:52:00,107269.0,107315.8,107269.0,107315.8,14.459,1551375.1575
2025-07-01 00:53:00,107315.8,107332.5,107272.8,107272.9,8.407,902159.3756
2025-07-01 00:54:00,107272.9,107290.0,107272.9,107290.0,2.222,238374.7397
2025-07-01 00:55:00,107290.0,107290.0,107289.9,107290.0,2.021,216833.051
2025-07-01 00:56:00,107290.0,107309.8,107276.3,107276.3,7.467,801152.5951
2025-07-01 00:57:00,107276.3,107276.4,107276.3,107276.3,1.151,123475.0423
2025-07-01 00:58:00,107276.3,107290.9,107276.3,107290.8,5.719,613525.2347
2025-07-01 00:59:00,107290.8,107319.3,107290.7,107319.3,15.168,1627727.8366
2025-07-01 01:00:00,107319.3,107359.8,107319.0,107359.8,69.68,7479518.5493
2025-07-01 01:01:00,107359.8,107359.8,107330.0,107336.8,27.183,2918069.6018
2025-07-01 01:02:00,107336.8,107359.7,107301.5,107346.7,71.505,7674611.625
2025-07-01 01:03:00,107346.7,107346.8,107341.3,107346.7,11.933,1280939.1429
2025-07-01 01:04:00,107346.7,107346.7,107243.4,107296.4,115.057,12343220.8494
2025-07-01 01:05:00,107296.4,107337.0,107296.4,107299.3,26.043,2794538.4616
2025-07-01 01:06:00,107299.3,107375.3,107299.3,107375.2,52.719,5658064.326
2025-07-01 01:07:00,107375.2,107394.1,107343.0,107366.0,33.472,3593776.2086
2025-07-01 01:08:00,107366.0,107366.0,107343.5,107343.5,5.795,622139.8376
2025-07-01 01:09:00,107343.5,107375.9,107343.5,107358.0,19.697,2114870.317
2025-07-01 01:10:00,107358.0,107375.7,107358.0,107358.1,11.855,1272847.0348
2025-07-01 01:11:00,107358.1,107368.6,107312.3,107320.1,7.689,825422.5378
2025-07-01 01:12:00,107320.1,107342.0,107320.0,107333.1,14.511,1557532.7305
2025-07-01 01:13:00,107333.1,107374.2,107333.1,107374.2,14.851,1594234.4496
2025-07-01 01:14:00,107374.2,107443.9,107374.2,107423.6,34.437,3699092.6409
2025-07-01 01:15:00,107423.6,107423.6,107374.1,107387.5,14.402,1546833.9037
2025-07-01 01:16:00,107387.5,107423.9,107387.5,107416.3,6.818,732261.5362
2025-07-01 01:17:00,107416.3,107416.3,107363.7,107395.8,8.082,868008.3846
2025-07-01 01:18:00,107395.8,107402.1,107378.3,107382.5,20.557,2207473.9005
2025-07-01 01:19:00,107382.5,107424.0,107364.2,107424.0,26.61,2858114.9731
2025-07-01 01:20:00,107424.0,107438.5,107400.0,107400.0,9.938,1067648.0281
2025-07-01 01:21:00,107400.0,107417.1,107400.0,107417.0,5.011,538259.476
2025-07-01 01:22:00,107417.0,107444.0,107417.0,107443.9,10.455,1123180.566
2025-07-01 01:23:00,107443.9,107484.8,107443.9,107457.1,63.05,6776211.5832
2025-07-01 01:24:00,107457.1,107457.1,107424.0,107441.9,13.506,1451036.9821
