timestamp,close,Signal
2025-04-22 12:45:00,88947.6,1
2025-04-25 12:00:00,94766.3,1
2025-04-28 10:30:00,95142.6,1
2025-04-29 11:15:00,95175.2,1
2025-05-07 00:15:00,97207.4,1
2025-05-08 02:15:00,98550.0,1
2025-05-13 16:00:00,104270.4,1
2025-05-20 01:15:00,106064.3,1
2025-05-21 05:00:00,107402.7,1
2025-07-10 16:15:00,112350.0,1
2025-07-11 05:00:00,117165.8,1
2025-07-14 02:15:00,119802.8,1
2025-07-17 21:15:00,120943.8,1
2025-08-10 03:00:00,117852.4,1
2025-08-11 00:15:00,119400.0,1
2025-08-12 20:30:00,119991.3,1
2025-08-13 10:00:00,120380.0,1
2025-08-14 00:15:00,124308.1,1
