timestamp,close,Signal
2025-02-24 21:00:00,93865.2,-1
2025-02-25 00:00:00,90950.1,-1
2025-02-26 16:15:00,86819.7,-1
2025-02-28 02:00:00,82400.1,-1
2025-03-04 01:30:00,83480.4,-1
2025-03-09 22:00:00,81493.2,-1
2025-03-10 13:30:00,82639.3,-1
2025-03-11 00:30:00,76774.9,-1
2025-03-13 17:00:00,80544.8,-1
2025-03-29 09:30:00,83465.5,-1
2025-03-31 00:15:00,81943.0,-1
2025-04-07 04:15:00,77378.4,-1
2025-04-09 01:00:00,75256.1,-1
2025-06-22 14:15:00,99502.2,-1
2025-08-21 12:45:00,113051.4,-1
2025-08-25 00:30:00,112241.4,-1
2025-08-26 00:45:00,109071.5,-1
2025-09-01 00:00:00,107917.9,-1
