open_time,open,high,low,close,volume,close_time,4h_bias,EMA50,EMA200,RSI,MACD,MACD_Signal,VWAP,FVG,atr,Higher_High,Higher_Low,Bullish_Structure,Lower_High,Lower_Low,Bearish_Structure,Signal
2024-01-03 05:45:00,45240.95,45269.94,45167.57,45172.13,231.43289,2024-01-03 05:59:59.999,0,45159.206261885534,44444.53483351473,49.06012611843096,0.358793041552417,6.064451081640176,45243.738592265785,True,111.97361929772767,False,False,False,True,True,True,0
2024-01-03 06:00:00,45172.12,45208.16,45160.0,45204.02,377.19594,2024-01-03 06:14:59.999,0,45160.96366338022,44452.09189984792,51.2124203950795,-1.4406459730234928,3.562752063418954,45244.00074299143,False,107.41550363360452,False,False,False,True,True,True,0
2024-01-03 06:15:00,45204.01,45302.26,45204.01,45286.33,259.82676,2024-01-03 06:29:59.999,0,45165.87999030649,44460.392776466346,56.33997750720791,8.389172027971654,5.1715587182698535,45247.894222083414,True,106.76082480263277,True,True,True,False,False,False,1
2024-01-03 06:30:00,45286.32,45286.33,45218.31,45256.89,254.7362,2024-01-03 06:44:59.999,0,45169.44901029447,44468.318121974145,54.1479153624358,10.07931820317026,6.807478546569989,45250.55249266172,False,103.99362303101644,False,True,False,True,False,False,0
2024-01-03 06:45:00,45256.9,45363.19,45256.89,45326.93,372.79674,2024-01-03 06:59:59.999,0,45175.62473538096,44476.861523745545,58.30434130755752,19.89383212429675,11.169596405812243,45252.495426857575,False,104.15836424308691,True,True,True,False,False,False,1
2024-01-03 07:00:00,45326.92,45384.84,45280.29,45353.76,323.22341,2024-01-03 07:14:59.999,0,45182.610432032685,44485.58688171823,59.80736777892345,28.489249016223766,16.942813942616084,45248.61195733246,False,104.18633822572325,True,True,True,False,False,False,1
2024-01-03 07:15:00,45353.77,45369.84,45297.67,45359.1,197.39235,2024-01-03 07:29:59.999,0,45189.531591560815,44494.27855453695,60.1155338641958,33.136182345791894,22.34060341034135,45249.70295492134,False,101.89945692388575,False,True,False,True,False,False,0
2024-01-03 07:30:00,45359.11,45369.15,45133.33,45150.27,393.1147,2024-01-03 07:44:59.999,0,45187.99192130353,44500.805832601254,45.4420657450272,6.95021095834818,17.210472593010294,45245.30167098847,True,111.46521000075104,False,False,False,True,True,True,0
2024-01-03 07:45:00,45150.27,45152.0,44940.93,45011.77,866.65475,2024-01-03 07:59:59.999,0,45181.081257723,44505.890053172385,38.695958494499415,-27.445715087167628,2.3250766996176555,45211.14146622787,True,118.57983785784025,False,False,False,True,True,True,0
2024-01-03 08:00:00,45011.77,45125.0,45001.1,45064.73,494.5245,2024-01-03 08:14:59.999,0,45176.51846330249,44511.45064965823,42.22776752191354,-40.044320275686914,-11.798055625483867,45196.647300117555,False,118.9598494394232,False,True,False,True,False,False,0
2024-01-03 08:15:00,45064.73,45175.68,45064.72,45164.67,357.55142,2024-01-03 08:29:59.999,0,45176.05381768279,44517.95034468651,48.28283350743305,-32.71977087201958,-18.771960707662437,45190.90752312269,False,118.38843162232148,True,True,True,False,False,False,0
2024-01-03 08:30:00,45164.66,45168.44,45025.17,45051.1,299.82183,2024-01-03 08:44:59.999,0,45171.153667969746,44523.255316381175,42.79387096676525,-41.83087745784724,-26.45826629105737,45185.21694305635,False,120.16568650644167,False,False,False,True,True,True,0
2024-01-03 08:45:00,45051.1,45200.0,45041.73,45200.0,311.05432,2024-01-03 08:59:59.999,0,45172.28489667682,44529.98909432763,50.70621935562653,-25.863705506068072,-26.260079362727605,45181.964472887084,True,122.88742318455276,True,True,True,False,False,False,1
2024-01-03 09:00:00,45200.0,45318.62,45185.39,45301.43,376.66976,2024-01-03 09:14:59.999,0,45177.34941053263,44537.6651232398,55.24710329770675,-1.7009661723132012,-18.07370829925614,45185.37594649947,True,123.62617867137065,True,True,True,False,False,False,1
2024-01-03 09:15:00,45301.44,45363.63,45218.48,45354.38,434.25444,2024-01-03 09:29:59.999,0,45184.291786590176,44545.79163942647,57.45066527728094,19.960072597423277,-5.395781333696336,45192.562634189395,False,125.16359448055805,True,True,True,False,False,False,1
2024-01-03 09:30:00,45354.37,45500.0,45292.59,45414.99,724.36616,2024-01-03 09:44:59.999,0,45193.33877535135,44554.44037933268,59.88549481622184,40.16707086055976,9.79183606438903,45214.9542976815,False,131.038337731947,True,True,True,False,False,False,1
2024-01-03 09:45:00,45415.0,45428.59,45325.0,45344.67,470.9976,2024-01-03 09:59:59.999,0,45199.27333318072,44562.30336063285,55.889496930908734,41.341539223525615,20.308403784101223,45225.344390417806,False,129.07774217966482,False,True,False,True,False,False,0
2024-01-03 10:00:00,45344.66,45398.37,45300.78,45363.63,350.53847,2024-01-03 10:14:59.999,0,45205.718692663824,44570.27676002955,56.72790544339482,42.73439200450957,27.78373319090401,45232.376912902146,False,126.82861773826046,False,False,False,True,True,True,0
2024-01-03 10:15:00,45363.62,45383.91,45224.01,45284.12,409.47784,2024-01-03 10:29:59.999,0,45208.793253735836,44577.3796778402,52.243412841061364,31.212956124691118,28.926807502166383,45234.973212430654,False,129.19085932838482,False,False,False,True,True,True,0
2024-01-03 10:30:00,45284.12,45309.58,45054.78,45070.27,610.48675,2024-01-03 10:44:59.999,0,45203.36096927561,44582.28405915522,42.50973176353675,-5.322547148811282,17.510355951840495,45227.71143043109,True,138.16294080492895,False,False,False,True,True,True,0
2024-01-03 10:45:00,45070.28,45169.68,45045.95,45151.91,548.09306,2024-01-03 10:59:59.999,0,45201.34328420598,44587.95197896463,46.60011779464542,-16.40477232955891,6.205313191374028,45221.54635793675,False,137.13201646171996,False,False,False,True,True,True,0
2024-01-03 11:00:00,45151.91,45174.07,44699.96,44736.81,1407.17181,2024-01-03 11:14:59.999,0,45183.12629266849,44589.43315330329,33.53523027334718,-77.12019316058286,-21.5698555926116,45170.5393136969,True,161.20187242874,True,False,False,False,True,False,0
2024-01-03 11:15:00,44736.81,44862.29,44336.0,44358.36,1971.00522,2024-01-03 11:29:59.999,0,45150.78251648541,44587.13391794704,26.296569602760727,-160.33192253491143,-67.82387790671154,45053.413760214346,True,187.2795958266872,False,False,False,True,True,True,0
2024-01-03 11:30:00,44358.35,44564.0,44278.74,44498.77,1347.38339,2024-01-03 11:44:59.999,0,45125.21339819186,44586.25467498239,32.14839381594204,-185.0615645728103,-106.90310679541113,44982.66058000089,False,194.27819612478112,False,False,False,True,True,True,0
2024-01-03 11:45:00,44498.76,44511.46,43500.0,43702.88,3124.13121,2024-01-03 11:59:59.999,0,45069.43561787061,44577.46487722137,21.653608772226235,-296.8260047243748,-170.210739438399,44750.16587923098,True,252.648324973011,False,False,False,True,True,True,0
2024-01-03 12:00:00,43702.89,43716.0,40750.0,41872.16,9072.8703,2024-01-03 12:14:59.999,0,44944.05226030706,44550.5464207316,11.97216012533302,-592.7422705423887,-311.05458313972895,43735.348493243626,True,446.45915890351023,False,False,False,True,True,True,0
2024-01-03 12:15:00,41883.98,42517.52,41871.24,42316.43,5007.45891,2024-01-03 12:29:59.999,0,44841.00825009894,44528.316406594975,21.18186967744316,-686.953100628336,-436.35408896926464,43461.36502715813,False,460.732076124688,False,True,False,True,False,False,0
2024-01-03 12:30:00,42316.43,42423.45,42048.0,42163.53,3276.52558,2024-01-03 12:44:59.999,0,44736.00910303624,44504.78619359403,20.391167101262113,-733.8606088944143,-535.5229289443146,43309.26941528004,False,454.6404992586386,False,True,False,True,False,False,0
2024-01-03 12:45:00,42163.52,42794.77,42126.36,42789.38,2798.6148,2024-01-03 12:59:59.999,0,44659.67070683874,44487.71747524982,31.63979772112266,-647.4240211917422,-572.8232930267905,43202.541035500966,True,469.90974931159275,True,True,True,False,False,False,0
2024-01-03 13:00:00,42789.39,42820.92,42502.0,42539.86,1571.02765,2024-01-03 13:14:59.999,0,44576.54087519801,44468.335808829426,29.830073060956195,-599.6276650553336,-581.7580837029716,43149.33236039567,False,459.12476721790745,True,True,True,False,False,False,0
2024-01-03 13:15:00,42539.87,42694.0,42315.99,42468.28,1679.4159,2024-01-03 13:29:59.999,0,44493.86397813142,44448.434756005256,29.312112209391955,-553.8216183770492,-572.4459285943308,43098.68745521652,False,453.3308552737713,False,False,False,True,True,True,0
2024-01-03 13:30:00,42468.28,42683.26,42404.01,42536.0,1181.08302,2024-01-03 13:44:59.999,0,44417.08499859685,44429.40555445297,30.540913406626856,-492.8627278186541,-545.9181950024386,43064.51808994906,False,440.8965084685019,False,True,False,True,False,False,0
2024-01-03 13:45:00,42536.0,42571.1,42310.0,42529.4,1155.51903,2024-01-03 13:59:59.999,0,44343.05813590678,44410.50002654797,30.48529242416417,-435.2254762583543,-509.02062208774385,43028.94430124578,False,428.0539007207517,False,False,False,True,True,True,0
2024-01-03 14:00:00,42529.4,42532.0,42259.14,42293.99,1013.40136,2024-01-03 14:14:59.999,0,44262.70252273397,44389.44022528879,28.49211063167523,-412.3020615237474,-476.78110189974507,42989.11234148651,False,416.9686220978409,False,False,False,True,True,True,0
2024-01-03 14:15:00,42293.99,42385.46,42050.0,42101.72,1588.26118,2024-01-03 14:29:59.999,0,44177.958110077736,44366.676839962536,26.942691795012152,-405.67836859518866,-453.08019079822634,42930.717616067,False,411.1465776622808,False,False,False,True,True,True,0
2024-01-03 14:30:00,42101.71,42350.0,42064.56,42350.0,1144.83523,2024-01-03 14:44:59.999,0,44106.27347830998,44346.61040374401,32.07913303285525,-351.1028017221033,-419.0877277728521,42866.17299218708,False,402.16753640068947,False,True,False,True,False,False,0
2024-01-03 14:45:00,42349.99,42352.94,42168.44,42179.99,819.79083,2024-01-03 14:59:59.999,0,44030.73294974881,44325.05199176646,30.497934167297544,-325.1033799099314,-387.75961181854524,42823.85766805141,False,386.6198552292117,True,True,True,False,False,False,0
2024-01-03 15:00:00,42180.0,42472.71,42175.14,42415.91,1115.15232,2024-01-03 15:14:59.999,0,43967.40655956259,44306.05555403743,35.266297038957646,-263.9888555219077,-346.5026930529994,42789.32649472353,False,380.25915128426794,True,True,True,False,False,False,0
2024-01-03 15:15:00,42415.9,42478.6,42295.71,42419.83,905.65296,2024-01-03 15:29:59.999,0,43906.71728271699,44287.287140564425,35.3456704761597,-214.93067680291279,-302.64535430297053,42755.91059627615,False,366.16135476396306,True,True,True,False,False,False,0
2024-01-03 15:30:00,42419.82,42514.97,42346.0,42399.18,741.71879,2024-01-03 15:44:59.999,0,43847.598173590835,44268.50000483742,35.10150226981011,-178.55570387152693,-261.28213749248937,42714.73425701417,False,352.0762579951087,True,True,True,False,False,False,0
2024-01-03 15:45:00,42399.17,43009.02,42345.18,43000.01,2412.82424,2024-01-03 15:59:59.999,0,43814.359421685316,44255.878213744516,46.64952031603467,-69.49189808348456,-197.3520576894878,42688.17802770653,True,374.3450967097435,True,False,False,False,True,False,0
2024-01-03 16:00:00,43000.01,43567.92,42881.1,43272.88,3247.31504,2024-01-03 16:14:59.999,0,43793.12493456041,44246.097136990844,50.920810314482345,35.46323280307843,-119.74696085863239,42659.91849063717,True,396.66473265904744,True,True,True,False,False,False,0
2024-01-03 16:15:00,43272.89,43461.71,43137.39,43434.39,1152.75714,2024-01-03 16:29:59.999,0,43779.05689791098,44238.02044906059,53.3038439455707,118.6368511277833,-40.285690196493846,42595.10439665437,False,391.4972517548298,False,True,False,True,False,False,0
2024-01-03 16:30:00,43434.39,43434.4,42787.84,42950.81,1709.86218,2024-01-03 16:44:59.999,0,43746.57662740467,44225.21238489084,46.08818510555866,99.92302259314602,6.45054740005277,42556.98802505333,True,409.716019486628,False,False,False,True,True,True,0
2024-01-03 16:45:00,42950.81,43080.0,42773.34,42992.67,863.88173,2024-01-03 16:59:59.999,0,43717.01166162409,44212.94828155859,46.76003278029464,89.74024611208006,34.21378030406186,42465.78460113858,False,402.35487523758337,False,False,False,True,True,True,0
2024-01-03 17:00:00,42992.68,43034.59,42816.35,42917.62,673.87596,2024-01-03 17:14:59.999,0,43685.662969011384,44200.059442936115,45.66135135436356,69.74449126694526,46.057350625023,42568.879808287486,False,389.203812720613,False,True,False,True,False,False,0
2024-01-03 17:15:00,42917.62,42917.62,42600.0,42785.6,1015.45562,2024-01-03 17:29:59.999,0,43650.366381991334,44185.98521962332,43.715515100017676,37.184222238916846,43.099641162987616,42631.1909073503,False,384.0906832405694,False,False,False,True,True,True,0
2024-01-03 17:30:00,42785.6,42916.66,42741.1,42769.59,541.0026,2024-01-03 17:44:59.999,0,43615.826131717164,44171.89173485095,43.47356873033539,13.759258662023058,33.3195136626661,42685.006646294445,False,369.1956344376719,False,True,False,True,False,False,0
2024-01-03 17:45:00,42769.59,42919.84,42637.04,42906.0,714.84223,2024-01-03 17:59:59.999,0,43587.989812826294,44159.29579719074,46.205447179061856,16.984642932598945,27.874556752643713,42701.58515248462,False,363.0245176921236,True,False,False,False,True,False,0
2024-01-03 18:00:00,42906.0,43050.0,42831.1,42878.0,630.11987,2024-01-03 18:14:59.999,0,43560.1470750684,44146.5465852784,45.717037357298295,14.495165604595968,23.414759703294468,42712.45271081885,False,352.72990928554344,True,True,True,False,False,False,0
2024-01-03 18:15:00,42877.99,43014.41,42732.74,42749.12,549.03983,2024-01-03 18:29:59.999,0,43528.34209173239,44132.64184313632,43.44088138366206,-4.641778521319793,14.062580295089717,42731.20656527486,True,347.6542014794336,False,False,False,True,True,True,0
2024-01-03 18:30:00,42749.13,42797.27,42500.0,42697.34,658.31772,2024-01-03 18:44:59.999,0,43495.75377440955,44118.36023275685,42.52481370177485,-22.832161080012156,1.7643331700557603,42739.190846103906,False,344.05532994518813,False,False,False,True,True,True,0
2024-01-03 18:45:00,42697.35,42734.86,42000.0,42255.72,1476.57254,2024-01-03 18:59:59.999,0,43447.12499894251,44099.82649909758,35.624762917427915,-91.05834126030823,-29.176558306732232,42726.435415105465,False,371.9699492348176,False,False,False,True,True,True,0
2024-01-03 19:00:00,42255.72,42518.66,42161.1,42450.01,1278.69135,2024-01-03 19:14:59.999,0,43408.022449964374,44083.41041452945,40.22043483794944,-102.67072087431734,-53.67461249592726,42723.090700091685,False,370.9406671466167,False,True,False,True,False,False,0
2024-01-03 19:15:00,42450.0,42673.55,42438.0,42673.55,874.11027,2024-01-03 19:29:59.999,0,43379.2196087893,44069.38195269334,45.07848676162866,-75.69839115205104,-61.01587204796853,42756.480234146606,True,361.26990520757283,True,True,True,False,False,False,0
2024-01-03 19:30:00,42673.55,43011.1,42631.1,42687.5,991.18036,2024-01-03 19:44:59.999,0,43352.0933496211,44055.63188351231,45.37681206300396,-54.22947137916344,-58.753738491700176,42783.03955299203,False,362.60776912131763,True,True,True,False,False,False,0
2024-01-03 19:45:00,42687.49,42718.51,42550.0,42596.67,518.31748,2024-01-03 19:59:59.999,0,43322.46890453792,44041.11484984552,43.711915630656414,-50.84762002723437,-56.11836567021158,42799.65246606233,False,348.74364275550937,False,False,False,True,True,True,0
2024-01-03 20:00:00,42596.66,42685.11,42518.7,42606.23,501.9799,2024-01-03 20:14:59.999,0,43294.38110435996,44026.83738865303,43.9450361915075,-45.30792437377386,-52.51488523806568,42818.19023901077,False,335.71981113011606,False,False,False,True,True,True,0
2024-01-03 20:15:00,42606.24,42771.09,42603.21,42720.0,507.76312,2024-01-03 20:29:59.999,0,43271.85635516937,44013.83403155201,46.770384460448334,-24.96556219316699,-43.33177755643278,42833.36272334581,False,323.7312531922504,True,True,True,False,False,False,0
2024-01-03 20:30:00,42719.99,42846.17,42643.07,42670.05,510.02398,2024-01-03 20:44:59.999,0,43248.256105947046,44000.46304616344,45.68172310351029,-18.160153745840944,-34.94123628623551,42845.299740721566,False,315.11473510708953,True,True,True,False,False,False,0
2024-01-03 20:45:00,42670.04,42776.0,42661.9,42721.02,411.77287,2024-01-03 20:59:59.999,0,43227.58018022363,43987.732269584696,47.03648353582379,-6.527427596549387,-25.469966723006802,42850.31303937086,False,300.7565397422973,False,True,False,True,False,False,0
2024-01-03 21:00:00,42721.02,42778.0,42581.1,42630.01,346.08147,2024-01-03 21:14:59.999,0,43204.14605550898,43974.22259526047,44.8838704139902,-11.21105783173698,-20.716997092583533,42766.65516717888,False,293.33821547499053,True,False,False,False,True,False,0
2024-01-03 21:15:00,42630.01,42900.11,42627.47,42816.0,620.89535,2024-01-03 21:29:59.999,0,43188.92464156745,43962.69799232256,49.92720872557631,10.977124238503166,-10.152289982221301,42723.97013724501,False,291.8597715124912,True,True,True,False,False,False,0
2024-01-03 21:30:00,42815.99,42870.0,42757.78,42862.86,335.34259,2024-01-03 21:44:59.999,0,43176.13779287854,43951.75433070741,51.14028386410843,30.084393655088206,3.2599378968818655,42685.810102878175,False,279.02835926159906,False,True,False,True,False,False,0
2024-01-03 21:45:00,42862.85,42966.27,42850.0,42917.62,390.21114,2024-01-03 21:59:59.999,0,43165.99984021663,43941.46443686952,52.58585562896913,47.53145127368043,18.01710902248139,42675.54163695054,False,267.4027621714846,True,True,True,False,False,False,0
2024-01-03 22:00:00,42917.61,42941.1,42830.27,42922.08,395.41272,2024-01-03 22:14:59.999,0,43156.43435628657,43931.321308144456,52.70857897396644,56.57521351464675,30.869810519869844,42669.60463212277,False,256.2189934449501,False,False,False,True,True,True,0
2024-01-03 22:15:00,42922.09,42939.24,42654.65,42688.81,561.24354,2024-01-03 22:29:59.999,0,43138.096146236116,43918.958011546005,46.001950793772224,28.79352196733089,30.177714335690194,42665.82616695911,True,258.2454939131677,False,False,False,True,True,True,0
2024-01-03 22:30:00,42688.81,42751.09,42647.73,42653.32,262.37001,2024-01-03 22:44:59.999,0,43119.085316971956,43906.3645984958,45.06250856198577,6.056740396204987,22.13738968919513,42660.02288413734,False,247.18224434794095,False,False,False,True,True,True,0
2024-01-03 22:45:00,42653.33,42758.86,42596.24,42749.68,166.85964,2024-01-03 22:59:59.999,0,43104.598833953445,43894.85529900828,48.158144252618264,4.755312396249792,16.343363924880016,42651.00357336217,False,241.14208403737393,True,False,False,False,True,False,0
2024-01-03 23:00:00,42749.69,42772.27,42591.09,42631.96,383.79092,2024-01-03 23:14:59.999,0,43086.06397771998,43882.289176630096,44.83437913313698,-11.763806170587486,6.9743072263908505,42637.04287130453,False,236.8590780347044,True,False,False,False,True,False,0
2024-01-03 23:15:00,42631.96,42781.1,42614.59,42766.43,292.93727,2024-01-03 23:29:59.999,0,43073.52931192704,43871.186100245715,49.15153990943562,-3.498490747435426,3.4833745684487587,42629.85188359046,False,231.8341438893685,True,True,True,False,False,False,0
2024-01-03 23:30:00,42766.44,42768.58,42697.71,42706.0,224.99786,2024-01-03 23:44:59.999,0,43059.11639773383,43859.59220870098,47.35790492435401,-6.317981832464284,0.2162557681444115,42629.68463659258,False,220.33670504012807,False,True,False,True,False,False,0
2024-01-03 23:45:00,42706.0,42845.23,42695.19,42845.23,224.04642,2024-01-03 23:59:59.999,0,43050.728695861915,43849.4990523955,51.72861140441554,10.615643636250752,3.682718390846525,42678.60340681613,False,215.3155118229761,True,False,False,False,True,False,0
2024-01-04 00:00:00,42845.23,42946.84,42754.0,42936.42,772.14383,2024-01-04 00:14:59.999,0,43046.24600190655,43840.413688690074,54.399101389376845,32.408685682778014,13.258040821490354,42736.82704824959,False,213.71011812133472,True,True,True,False,False,False,0
2024-01-04 00:15:00,42936.42,42983.77,42800.0,42890.36,421.99868,2024-01-04 00:29:59.999,0,43040.132825361194,43830.960418155846,52.80990365245077,38.081900735836825,21.53266079293918,42758.22711359207,False,211.57153825552487,True,True,True,False,False,False,0
2024-01-04 00:30:00,42890.35,42943.24,42848.35,42856.0,236.61327,2024-01-04 00:44:59.999,0,43032.91193024899,43821.25931946773,51.598913329699364,35.30584826303675,26.123723282971703,42759.616622886344,False,203.2371426658445,False,True,False,True,False,False,0
2024-01-04 00:45:00,42855.99,42886.0,42816.07,42874.01,189.08669,2024-01-04 00:59:59.999,0,43026.68048200394,43811.83395310487,52.21741401968534,34.451053987686464,28.899500184543292,42771.24759869963,False,193.71520390399846,False,False,False,True,True,True,0
2024-01-04 01:00:00,42874.0,42936.79,42816.1,42891.7,284.38417,2024-01-04 01:14:59.999,0,43021.3871297685,43802.67839138244,52.854682508622034,34.75283529434091,30.850611887809166,42786.589312349075,False,188.49911791085586,True,True,True,False,False,False,0
2024-01-04 01:15:00,42891.7,42891.7,42613.77,42712.0,511.53803,2024-01-04 01:29:59.999,0,43009.254301150126,43791.825870075154,46.12500641590446,9.710930137072864,23.8040513042304,42789.329791145334,True,194.88703806008044,False,False,False,True,True,True,0
2024-01-04 01:30:00,42712.0,42764.78,42633.64,42664.01,305.52718,2024-01-04 01:44:59.999,0,42995.71530894816,43780.60382161669,44.495651774399626,-12.179492985982506,11.809536540826098,42789.92424569192,False,190.33367819864608,False,True,False,True,False,False,0
2024-01-04 01:45:00,42664.01,42753.55,42644.01,42708.01,236.51589,2024-01-04 01:59:59.999,0,42984.432747812934,43769.93124627722,46.36634755146153,-19.072408368665492,1.5155549043289032,42791.05685774198,False,184.56270118445715,False,True,False,True,False,False,0
2024-01-04 02:00:00,42708.01,42894.34,42690.02,42894.33,266.72728,2024-01-04 02:14:59.999,0,42980.89930672223,43761.21879606551,53.511523889379355,2.1695618228404783,1.7335572104994283,42798.6369456304,True,185.97393681413877,True,True,True,False,False,False,0
2024-01-04 02:15:00,42894.34,42958.94,42861.46,42884.01,349.87255,2024-01-04 02:29:59.999,0,42977.09972606646,43752.49035033351,53.08964258063138,13.551870759562007,5.672995060186954,42805.5088972246,False,179.6529413274148,True,True,True,False,False,False,0
2024-01-04 02:30:00,42884.0,42945.99,42863.35,42944.57,177.4946,2024-01-04 02:44:59.999,0,42975.824050534444,43744.451341872475,55.31595592667833,27.821535687922733,13.05584193609888,42807.26380998799,False,172.7234455183137,False,True,False,True,False,False,0
2024-01-04 02:45:00,42944.56,43219.36,42944.56,43138.49,462.07827,2024-01-04 02:59:59.999,0,42982.203107376234,43738.42187578419,61.60038510182386,60.79500193307467,28.968895268424145,42821.395323449484,True,180.0146279812915,True,True,True,False,False,False,1
2024-01-04 03:00:00,43138.5,43211.1,43072.58,43155.24,354.3958,2024-01-04 03:14:59.999,0,42988.98886787129,43732.61907105002,62.0962602219763,80.26050342484086,46.06609798722972,42834.10049144425,False,177.05072598262763,False,True,False,True,False,False,0
2024-01-04 03:15:00,43155.23,43220.56,43018.34,43040.35,426.57593,2024-01-04 03:29:59.999,0,42991.00302991555,43725.73082158684,56.68878315799637,73.3471030770088,55.15976635048941,42857.23945438513,True,178.84853126958288,True,False,False,False,True,False,0
